92461,11041355974.972248
119747,168804389.89028335
99133,48203938.1749928
97299,49641881.13808632
102502,163928625.17386675
82826,43511090.80016613
113074,48468570.690602064
104896,183030719.8688388
102374,53929070.01078129
104125,52596904.33740616
98982,154052950.9074986
89729,46260984.148830175
103425,50257374.99818206
108546,169085795.05980015
104538,48596149.31046963
84329,47941880.76630235
103707,174205013.08515668
121129,50189258.99639726
89484,62769738.95728588
115167,155440712.81328797
100075,44193962.123245
83674,44726163.148880005
96049,160690998.65853786
107019,46186658.08811784
91377,47074153.0880332
100505,152456264.01156187
114267,47315604.05343771
106891,46765847.13160992
103440,165084989.2757833
96331,47288793.13915968
109365,53602110.128849745
102073,163764487.95199394
86917,54378881.11919165
95830,57781470.00819445
110176,169313824.73558187
108139,53236646.11205459
108358,53458120.67389488
81581,173114093.02055836
109412,56762699.0377903
105978,86041152.94292569
85890,172768965.3635025
123835,46385129.913687706
86685,41471241.04201794
97890,153935316.0187602
100606,46379491.686820984
116122,50974601.87971592
104386,159270702.86124945
102961,49407722.894102335
77211,47986730.93318939
116999,160598048.00897837
89322,49376300.07043481
98644,50507845.82272172
119848,162005914.84084725
107809,50154785.62563658
83122,52174527.19807625
96791,156950099.85938668
97037,51628374.960273504
124495,55264336.05700731
79539,160116060.63693762
102253,54314909.96852517
98126,52274550.77692866
122416,180162121.07613683
101413,53190299.77545142
92149,53471093.0660367
100567,173965081.10687137
103866,55841703.89920473
98998,58537404.05291319
97144,176238981.0755849
115063,56487673.8935709
95714,55414338.59616518
106225,170148021.07587457
87036,57630963.157862425
97255,59238872.02516198
100493,167271152.13871002
127228,55412163.95795345
92072,56728766.29978418
100129,184192877.72849202
92975,59562279.84279394
110659,57570459.78680253
110954,175283838.99480104
94702,59163602.06902027
91201,60050115.920603275
106815,181119308.8069558
108321,59158891.90509915
86911,58798755.053430796
96291,149302332.66204596
112962,51912272.814661264
112029,48940012.69713044
103684,150433978.06584835
96928,46983384.99292731
103431,49140190.23999572
79962,151907323.85963202
116638,50086733.885109425
99488,153485003.8588047
93817,48280849.12151098
101390,48946697.73057103
93381,153846457.13493228
98256,51030815.11333585
119456,52087027.11388469
93164,127133715.89779854
114823,51762655.84304929
94453,50351934.04182792
98628,158023720.14150023
109994,53156407.084316015
88586,51131370.01171708
107532,157341643.2365775
107834,56629346.21796012
98368,49489571.24724984
102090,159864258.95243883
96625,51240749.191492796
92493,50805748.90598655
125610,167171396.3150978
74523,55129454.93683219
97850,54470398.9289701
101075,160431303.08389664
110553,51981293.13066602
105372,52640884.183347225
109363,150500326.41738653
91042,51615322.00872898
101347,54731272.16100693
102564,169198379.8518777
89995,54089450.277388096
107127,53848340.176045895
105982,168946762.1035874
93902,59726438.01942468
105306,55726621.76564336
118429,166413386.81802154
101519,55034143.85020733
100814,53267120.849341154
102617,162100879.00981307
99166,57173607.870936394
99550,56890518.87020469
103881,167126211.80340648
101606,54451249.074190855
102809,78248997.21890688
98885,180957142.2636509
101094,54698374.12238121
103547,57489951.14117861
99950,110057341.8661952
105237,56123471.35320306
94151,55621732.02633858
90447,146727227.6058793
99744,57606958.784163
102078,59987063.985317945
118552,171651221.8117714
101530,58302140.79469442
100162,63704436.17925048
103592,196986490.8605814
99864,59223067.01540947
103050,59191756.88177347
98187,171150340.69865942
88476,60369946.993887424
84090,60021805.11131883
75223,171681359.87594724
93021,60275920.20109296
107469,63918868.07978153
105660,177576533.98439288
104187,58687243.14495921
65393,60797334.18300748
